restaurant,The Rebel House,Yonge Street,
restaurant,Rollstar Sushi,Yonge Street,
restaurant,Tao Tea Leaf,Yonge Street,
fast_food,Burrito Bandidos,Yonge Street,
restaurant,Nove Trattoria,Yonge Street,
restaurant,Sunny Morning,Yonge Street,
restaurant,Boccone Deli & Pizza Bar,Yonge Street,
fast_food,Pizza Hut Express,Church Street,
fast_food,Food Emporium,Front Street West,
fast_food,Pizza Nova,Front Street West,
restaurant,Salad King,Yonge Street,
language_school,Quest Language Studies,Yonge Street,
bureau_de_change,College Currency Investments,Yonge Street,
restaurant,Thai Spicy House,Mount Pleasant Road,
post_office,The UPS Store,Pleasant Boulevard,
restaurant,Maurya East Indian Roti,Bayview Avenue,
doctors,Dental Medical Arts Centre,Yonge Street,
restaurant,Echo Sushi,Yonge Street,
restaurant,Mariachi's Mexican Cuisine,Yonge Street,
restaurant,Marigold,Mount Pleasant Road,
restaurant,Sakae,Mount Pleasant Road,
orthodontist,Dr. Michael Shunock,Mount Pleasant Road,
fast_food,The Bagel House,Bayview Avenue,
pharmacy,I.D.A.,Finch Avenue West,
childcare,Midtown’s Tiny Tots,Mount Pleasant Road,
restaurant,Shibuie + Sushi Bar,Mount Pleasant Road,
cafe,Well & Better Coffee,Mount Pleasant Road,
fast_food,Rudy,Eglinton Avenue East,
dentist,Dental Office Dr. Mirjana Janjos,Eglinton Avenue East,
cafe,At Origin Cafe,Mount Pleasant Road,
post_office,Evergreens Gifts & Rosedale Post Office,Mount Pleasant Road,
banquet_hall,The Chef Upstairs,Mount Pleasant Road,
restaurant,Zezafoun,Manor Road East,
restaurant,Daddyo's,Spadina Avenue,
social_facility,Eden Manor,St George Street,
restaurant,Five Doors North,Yonge Street,
theatre,Mysteriously Yours...,Yonge Street,
restaurant,Balsamico,Yonge Street,
restaurant,Little Sister Indonesian Food Bar,Yonge Street,
restaurant,Hokkaido Ramen Satouka,Yonge Street,
fast_food,Sushi House,Dundas Street West,
fast_food,Rolltation,Dundas Street West,
cafe,Cafe de Paris,Dundas Street West,
dentist,Dr. Kwong W. Lo,Dundas Street West,
cafe,Uncle Tetsu's Japanese Angel Cafe,Dundas Street West,
cafe,Presotea,Dundas Street West,
restaurant,Sushi & Bento,Dundas Street West,
restaurant,Lan Zhou Ramen,Dundas Street West,
fast_food,Indian Biriyani House,Dundas Street West,
restaurant,12 o'lunch,Dundas Street West,
restaurant,Yueh Tung Restaurant,Elizabeth Street,
fast_food,Pasta Pantry,Yonge Street,
restaurant,La Bamboche,Avenue Road,
language_school,Alliance Française,Sheppard Avenue West,
fast_food,Express Pizza & Grill,Bathurst Street,
cafe,Tim Hortons,Drewry Avenue,
restaurant,OffCourt Bistro,Balliol Street,
doctors,MCI The Doctor's Office,Eglinton Avenue East,
pharmacy,Mt. Pleasant Pharmacy,Eglinton Avenue East,
fast_food,Harvey's,Bay Street,
fast_food,Harvey's,Caledonia Road,
restaurant,Positano Restaurant,Mount Pleasant Road,
cafe,Little Nicky's Coffee,Queen Street West,
restaurant,Ravi Soup,Adelaide Street West,
fast_food,Fat Bastard Burrito,Adelaide Street West,
restaurant,Azure Restaurant & Bar,Front Street West,
bar,Beach Combers Bar and Grill,Queen Street East,
restaurant,Yunshang Rice Noodle,Finch Avenue East,
fast_food,Five Guys,Warden Avenue,
restaurant,Harbour Sixty Steakhouse,Harbour Street,
fast_food,Subway,Eglinton Avenue West,
restaurant,New Ho King,Spadina Avenue,
fast_food,Mr. Sushi,Toronto Street,
fast_food,TSB 2000,Toronto Street,
restaurant,Don Alfonso 1890,Toronto Street,
fast_food,Donatelli’s Pizzeria,Dundas Street West,
restaurant,Pho House,Dundas Street West,
funeral_directors,Bates & Dodds Funeral Services,Queen Street West,
restaurant,Easy Restaurant,Queen Street West,
fast_food,McDonald's,Lake Shore Boulevard West,
fuel,Shell,Lake Shore Boulevard West,
bank,CIBC,Lake Shore Boulevard West,
restaurant,Just Japan,Lake Shore Boulevard West,
fast_food,Snack Shack,Lake Shore Boulevard West,
fast_food,Long Branch Fish & Chips,Lake Shore Boulevard West,
doctors,Long Branch Walk-in Clinic,Lake Shore Boulevard West,
fuel,Petro-Canada,St. Clair Avenue West,
library,Toronto Public Library - Main Street,Main Street,
pub,Bar Wellington,Wellington Street West,
driving_school,Young Drivers of Canada,Eglinton Avenue West,
driving_school,Young Drivers of Canada,Bloor Street West,
theatre,Harbourfront Centre Theatre,Queens Quay West,
restaurant,BiBab Express Sushi N Rolls,Yonge Street,
fire_station,Fire Station 146,Jane Street,
restaurant,Matsuda teppanyaki sushi,Don Mills Road,
fast_food,Panago,Eglinton Avenue East,
restaurant,Darband,York Mills Road,
cafe,Tim Hortons,Carlton Street,
restaurant,Makkal Chon,Lawrence Avenue East,
police,Mounted Police Headquarters,Nova Scotia Avenue,
police,Toronto Police Services - Parking West,Lawrence Avenue West,
police,Toronto Police Services - Parking East,Don Mills Road,
police,22 Division Substation,Birmingham Street,
pub,McGugan's,Gerrard Street East,
cafe,Le Gourmand,Spadina Avenue,
restaurant,Konia Kitchen & Bar,Roncesvalles Avenue,
restaurant,Cider House,Roncesvalles Avenue,
restaurant,The Westerly,Roncesvalles Avenue,
fast_food,Pizza Nova,Avondale Avenue,
kindergarten,Holland Bloorview Kids Rehabilitation Hospital Nursery School,Eglinton Avenue West,
restaurant,Woods,Colborne Street,
restaurant,Chadani,Colborne Street,
chiropractor,Chiropractic Centre,Adelaide Street East,
spa,poa studio,Church Street,
security,Commissionaires,Church Street,
restaurant,Museum Tavern Restaurant & Bar,Bloor Street West,
cafe,The Coffee Boutique,Bloor Street West,
fast_food,Banh Mi Boys,Yonge Street,
fast_food,Subway,Islington Avenue,
cafe,Tim Hortons,Islington Avenue,
fast_food,Mr. Sub,Islington Avenue,
childcare,Central Eglinton Children's Centre,Eglinton Avenue East,
veterinary,West Hill Animal Clinic,Lawrence Avenue East,
fast_food,Adam's Shawarma,Wellesley Street East,
pharmacy,Shoppers Drug Mart,Lawrence Avenue West,
social_facility,The Sherwood,Yonge Street,
clinic,Toronto Rhinoplasty Clinic,Yonge Street,
restaurant,Ema-Tei Authentic Japanese Food,St. Patrick Street,
fast_food,Select Sandwich,Finch Avenue West,
cafe,Tim Hortons,Mount Pleasant Road,
cafe,Mercury Espresso,Queen Street East,
pub,Blue Moon Pub,Queen Street East,
restaurant,Starving Artist Waffles & Espresso,Mount Pleasant Road,
restaurant,Hazel's Diner,Mount Pleasant Road,
restaurant,Boland's Open Kitchen,Mount Pleasant Road,
restaurant,Jack Astor's,Front Street East,
cafe,Starbucks,William Kitchen Road,
fast_food,Mucho Burrito,William Kitchen Road,
restaurant,Wild Wing,William Kitchen Road,
fast_food,Joanne's Deli,Eglinton Avenue East,
bank,Scotiabank,Bamburgh Circle,
fast_food,Pizza Nova,Eglinton Avenue East,
cafe,Rachel's Coffee House,Yonge Street,
restaurant,Sushi Zone,Yonge Street,
restaurant,The Mars Diner,Yonge Street,
pharmacy,Razi Pharmacy,Eglinton Avenue East,
restaurant,Nakamori Japanese Restaurant,Eglinton Avenue East,
bank,TD Canada Trust,Bayview Avenue,
fast_food,Tandoori Indian Cuisine,Bloor Street East,
pub,Bier Markt,The Esplanade,
fast_food,Shawarma Empire,Lawrence Avenue East,
restaurant,Touhenboku Ramen,Yonge Street,
fast_food,241 Pizza,Lake Shore Boulevard West,
cafe,Fair Grounds Organic,Lake Shore Boulevard West,
fast_food,Burrito Boyz,Lake Shore Boulevard West,
restaurant,George the Greek,Lake Shore Boulevard West,
restaurant,Thrive Organic Kitchen & Cafe,Lake Shore Boulevard West,
pub,T. J. O'Shea's,Lake Shore Boulevard West,
restaurant,Speed Roll & Thai,Lake Shore Boulevard West,
fast_food,Super Burger,Lake Shore Boulevard West,
fast_food,Pizza & Wings,Lake Shore Boulevard West,
ice_cream,Baskin-Robbins,The Queensway,
cafe,Tim Hortons,The Queensway,
kindergarten,Pinnacle Jr YMCA,Yonge Street,
restaurant,Pickle Barrel,The West Mall,
fast_food,California Sandwiches,The Queensway,
restaurant,The Grille,The Queensway,
fast_food,Rudy,The Queensway,
fast_food,Burrito Boyz,The Queensway,
fast_food,Fat Bastard Burrito,The Queensway,
restaurant,Mandarin,The Queensway,
restaurant,Dimitri's Place,Lake Shore Boulevard West,
fast_food,Calibreze Pizza,Lake Shore Boulevard West,
deli,Zakopane Deli,Lake Shore Boulevard West,
restaurant,Michael's West Indian Flavour,Lake Shore Boulevard West,
restaurant,Bombay on the Lake,Lake Shore Boulevard West,
restaurant,Golden Cook Caribbean Restaurant,Lake Shore Boulevard West,
fast_food,Lakeshore Super Submarine,Lake Shore Boulevard West,
restaurant,Etobicoke Local,Lake Shore Boulevard West,
restaurant,Caribbean Queen Roti Hut,Lake Shore Boulevard West,
restaurant,The Kebab House,Lake Shore Boulevard West,
pharmacy,Don Russell Pharmacy,Lake Shore Boulevard West,
bank,Scotiabank,Lake Shore Boulevard West,
restaurant,Maple Leaf House Grill & Lounge,Lake Shore Boulevard West,
fast_food,Adriano's Pizza and Pasta,Lake Shore Boulevard West,
pub,Pajo's Place Sports Bar & Grill,Lake Shore Boulevard West,
fast_food,Subway,The Queensway,
doctors,Lakeside Medical Clinic,The Queensway,
dentist,Lakeview Dental,The Queensway,
fast_food,Pizza Nova,The Queensway,
fast_food,Pizza Pizza,The Queensway,
fast_food,Booster Juice,The Queensway,
doctors,Dr. Alan Ching Dentist/Dr. Bonnie Y. Tang Family Physician,Beverley Street,
fast_food,Chipotle,Queen Street West,
restaurant,Japango,Elizabeth Street,
restaurant,Il Paesano Pizzeria and Restaurant,Brown's Line,
dentist,Dr. Walter Vogl Dentistry,Eglinton Avenue East,
fast_food,Kupfert & Kim,Yonge Street,
restaurant,Pulcinella Ristorante Italiano,Lake Shore Boulevard West,
restaurant,Buster's Kitchen and Bar,Lake Shore Boulevard West,
events_venue,Odeum,Lake Shore Boulevard West,
restaurant,Olive Kebab,Lake Shore Boulevard West,
dentist,Fifth Street Dental,Lake Shore Boulevard West,
bar,Konrad Lounge,Lake Shore Boulevard West,
restaurant,Lucky Dice Restaurant,Lake Shore Boulevard West,
financial_advice,Edward Jones Investments,Lake Shore Boulevard West,
fast_food,Tiammada,Lake Shore Boulevard West,
restaurant,Kitchen on Sixth,Lake Shore Boulevard West,
pharmacy,Kassel's Pharmacy,Royal York Road,
restaurant,Caribbean Breeze,Royal York Road,
restaurant,SS2 Famous Bar & Resturant,Royal York Road,
fast_food,Mixi Culinary Project,Lake Shore Boulevard West,
fast_food,Maurya East Indian Roti Cuisine,Lake Shore Boulevard West,
cafe,Mimico Coffee & Bagel,Lake Shore Boulevard West,
restaurant,TICH,Lake Shore Boulevard West,
fast_food,Pizzeria Oro Di Napoli,Lake Shore Boulevard West,
fast_food,Green Mango Express,The Queensway,
cafe,Lio’s Cafe,The Queensway,
fast_food,Bom Apetite Churrasqueira,The Queensway,
cafe,Starbucks,York Mills Road,
cafe,Dark Horse Espresso Bar,Spadina Avenue,
bank,RBC,The West Mall,
restaurant,Globe Bistro,Danforth Avenue,
fast_food,Indian Roti House,Queens Quay West,
cafe,Formocha Bubble Tea,Eglinton Avenue East,
pub,Timothy's Pub,Brown's Line,
fast_food,Subway,Brown's Line,
dentist,Humber Bay Dental Centre,Lake Shore Boulevard West,
ice_cream,Ed's Real Scoop,Lake Shore Boulevard West,
restaurant,Golden Stove,Lake Shore Boulevard West,
clinic,Lake Medical Clinic,Lake Shore Boulevard West,
restaurant,New Flower Drum,Lake Shore Boulevard West,
restaurant,Alppalachia,Lake Shore Boulevard West,
restaurant,LaVinia Restaurant,Lake Shore Boulevard West,
veterinary,Marina Animal Hospital,Lake Shore Boulevard West,
restaurant,Everest Hakka House,Lake Shore Boulevard West,
dentist,Mason Denture Clinic,Lake Shore Boulevard West,
fast_food,London Fried Chicken,Lake Shore Boulevard West,
restaurant,Mai Mai Restaurant,Lake Shore Boulevard West,
fast_food,Ducky's Roti and Caribbean Food,Lake Shore Boulevard West,
restaurant,Trini Gardens Restaurant,Lake Shore Boulevard West,
restaurant,Green Greek,Lake Shore Boulevard West,
fast_food,Gino's Pizza,Lake Shore Boulevard West,
fast_food,Ranu Thai Food,Lake Shore Boulevard West,
pharmacy,Pharmasave,Lake Shore Boulevard West,
restaurant,Jawny Bakers,O'Connor Drive,
cafe,Starbucks,Sheppard Avenue West,
fast_food,Dairy Queen,Sheppard Avenue West,
bank,Scotiabank,Sheppard Avenue West,
fuel,Esso,Kennedy Road,
kindergarten,Central Montessori Schools,Sheppard Avenue East,
school,Toronto Central Academy,Sheppard Avenue East,
pub,The Rose and Crown,Yonge Street,
theatre,Absolute Comedy,Yonge Street,
fast_food,Gino's Pizza,Yonge Street,
dentist,Yonge & Eglinton Dentistry,Yonge Street,
doctors,Yonge Eglinton Medical Centre,Yonge Street,
car_rental,Ryder,Kipling Avenue,
dentist,Family Dental,Sheppard Avenue East,
restaurant,Sashimi House Japanese Restaurant,Sheppard Avenue East,
restaurant,California Roll,Bayview Avenue,
post_office,Canpar,New Toronto Street,
doctors,Bathurst Walk-In Clinic,Bathurst Street,
fast_food,Mr. Souvlaki,North Queen Street,
restaurant,Don Chon,The Queensway,
fast_food,Shawarma Grill Xpress,The Queensway,
car_rental,Hertz,The Queensway,
fast_food,Dino's Wood Fire Pizza,The Queensway,
fast_food,Momo Himalayan Kitchen,The Queensway,
cafe,Bar Moderno,The Queensway,
pub,Galway Arms,The Queensway,
cafe,Cavallino Sports Cafe,The Queensway,
restaurant,Osteria Pazzia,The Queensway,
restaurant,Sushi Kaji,The Queensway,
fast_food,Best Portuguese Chicken,The Queensway,
bar,Tesla Lounge & Bar,The Queensway,
restaurant,Chaban,The Queensway,
cafe,Buno Giorno Caffe & Panini,The Queensway,
pub,Main Street Coffee & Bar,The Queensway,
fast_food,Queensway Fish and Chips,The Queensway,
cafe,Plaza Cafe,The Queensway,
animal_boarding,City Sniffers Dog Club,The Queensway,
fast_food,Cantonese Gourmet,The Queensway,
restaurant,Spoon & Fork,The Queensway,
fast_food,Amaya Express,Dufferin Street,
fast_food,Jimmy the Greek,Dufferin Street,
pharmacy,Shoppers Drug Mart,Dufferin Street,
fast_food,Sempre Pizza and Pasta,Bloor Street West,
dentist,Royal York Dental,Bloor Street West,
dentist,Princeview Dental,Bloor Street West,
restaurant,The Crooked Cue,Bloor Street West,
dentist,Kingsway Dental Centre,Bloor Street West,
restaurant,Azarias,Bloor Street West,
restaurant,Kingsway Fish & Chips,Bloor Street West,
fast_food,Romi's Pizza & Ristorante,Bloor Street West,
pub,Henry VII Ale House,Bloor Street West,
restaurant,Souvlaki Hut Greek Taverina,Bloor Street West,
fast_food,Burger Legend,Islington Avenue,
dentist,Orchard Dental Care,Islington Avenue,
restaurant,Republic 23,Islington Avenue,
fast_food,McDonald's,Islington Avenue,
cafe,Second Cup,Front Street West,
childcare,Arpi Nursery School,Carl Hall Road,
restaurant,The Fermenting Cellar,Distillery Lane,
dentist,Museum Dental,Bloor Street West,
fast_food,Five Guys,Yonge Street,
kindergarten,Kids & Company,Bloor Street East,
bank,CIBC,Kipling Avenue,
stripclub,House of Lancaster,Bloor Street West,
post_office,Tickets & More Post Office (Woodside Square Canada Post),Sandhurst Circle,
dentist,Yonge Eglinton Dental,Yonge Street,
pub,The Artful Dodger,Isabella Street,
post_office,Eglinton Square Canada Post,Eglinton Square,
library,Toronto Public Library - Eglinton Square,Eglinton Square,
fast_food,Pizzaville,Kipling Avenue,
restaurant,Starving Artist,Kipling Avenue,
restaurant,Spring China House,Eglinton Avenue West,
fast_food,Shawarma Boys,Annette Street,
restaurant,Momiji Sushi,Bloor Street West,
restaurant,Stack,Yonge Street,
cafe,I deal coffee,Yonge Street,
restaurant,The Burger Cellar,Yonge Street,
cafe,The Roastery Cafe,Richmond Street West,
restaurant,Bamiyan Kabob,Overlea Boulevard,
dentist,Crescent Dental Health Clinic,Overlea Boulevard,
fast_food,Popeyes,Overlea Boulevard,
doctors,Thornlea Medical Centre,Overlea Boulevard,
restaurant,Relish Bar & Grill,Danforth Avenue,
restaurant,China Food,Millwood Road,
cafe,Tim Hortons,Eglinton Square,
fast_food,McDonald's,Eglinton Square,
fast_food,Five Guys,Laird Drive,
fast_food,Mucho Burrito,Laird Drive,
fast_food,Booster Juice,Laird Drive,
restaurant,Paramount,Spadina Avenue,
restaurant,Paik's Noodle,Steeles Avenue East,
social_centre,Loyal Order of the Moose,Lake Shore Boulevard West,
fast_food,Woody's Burgers,Lake Shore Boulevard West,
cafe,Panettorino,Lake Shore Boulevard West,
restaurant,Dani Sushi,Lake Shore Boulevard West,
restaurant,850° Pizzaeria,Lake Shore Boulevard West,
veterinary,Long Brach Animal Clinic,Lake Shore Boulevard West,
pub,Europa Sports Cafe,Brown's Line,
fast_food,Allin Mikuna Soups & Take-out,Brown's Line,
dentist,Browns Line Dental,Brown's Line,
restaurant,Dong Gia,Brown's Line,
restaurant,Noceri's Meet n' Eat,Brown's Line,
dentist,Browns Line Dentistry,Brown's Line,
cafe,Roseto Cafe,Brown's Line,
restaurant,Feast of Dilli,Brown's Line,
fast_food,Pizza Pizza,Brown's Line,
restaurant,South Shore Bar & Grill,Brown's Line,
music_school,Super Tonic Music School,Brown's Line,
fast_food,OBQ burgers,Brown's Line,
fast_food,The Burger's Priest,Adelaide Street West,
social_facility,John Howard Society of Toronto,Lake Shore Boulevard West,
cafe,Simon Sushi,Lake Shore Boulevard West,
fast_food,Bros BBQ,Lake Shore Boulevard West,
fast_food,Tasty Korea,Lake Shore Boulevard West,
fast_food,Domino's,Lake Shore Boulevard West,
bank,Alterna Savings,Lake Shore Boulevard West,
bank,St. Stanislaus-St. Casimer's Polish Parishes Credit Union Ltd,Lake Shore Boulevard West,
library,Toronto Public Library - New Toronto,Eleventh Street,
fast_food,Mangoes,Lake Shore Boulevard West,
library,Toronto Public Library - Alderwood,Orianna Drive,
community_centre,Ken Cox Community Centre,Colonel Samuel Smith Park Drive,
storage,Safe Storage Depot,Wilson Avenue,
banquet_hall,St. Andrew's Club & Conference Centre,King Street West,
waste_disposal,Scarborough Disposal Ltd.,Raleigh Avenue,
cafe,Yonge/Merton,Merton Street,
cafe,Lit Espresso Bar,Bayview Avenue,
place_of_worship,Sidh Shakti Babaji Mandir,Islington Avenue,
restaurant,Da Leonardo Bistro,MacKay Avenue,
cafe,Ezra's Pound,Dupont Street,
cafe,Field Trip Cafe,Westmoreland Avenue,
fast_food,241 Pizza,Bloor Street West,
pub,Village Genius Pub,McCaul Street,
fast_food,Hero Certified Burgers,Yonge Street,
restaurant,Trius + AiM,Brown's Line,
parking,Harbourfront Parking Lot P2,Queens Quay West,
restaurant,Taste of Thailand Cuisine,Dundas Street West,
car_rental,Enterprise,Dundas Street West,
pharmacy,Lingeman IDA Pharmacy,Jane Street,
restaurant,The Pear Tree,Parliament Street,
restaurant,Alma,Bloor Street West,
pub,Duffy's Tavern,Bloor Street West,
dentist,Dr Tang Tri Nguyen, DDS,Bloor Street West,
fast_food,Zaad,Bloor Street West,
restaurant,St. Louis Bar & Grill,Bloor Street West,
restaurant,Grillies,Bloor Street West,
bar,Bar Neon,Bloor Street West,
restaurant,Vietnam Lovely Noodle,Bloor Street West,
restaurant,Burdock,Bloor Street West,
fast_food,Caribbean Queen of Patties,Bloor Street West,
fast_food,Chito's Pizza,Bloor Street West,
restaurant,Swiss Chalet,Bloor Street West,
restaurant,Eggsmart,Bloor Street West,
restaurant,Magic Spot Grill,Bloor Street West,
bank,RBC,Bloor Street West,
restaurant,Gojima,Bloor Street West,
pub,The Squire and Firkin,Bloor Street West,
fast_food,Sushi Run,Bloor Street West,
restaurant,Vintage Thai,Bloor Street West,
fast_food,Mitzie's Jerk,Bloor Street West,
restaurant,Creme de la Creme Cafe,Bloor Street West,
pub,The Monk's Kettle,Bloor Street West,
fast_food,Chuny Chun Rice Hotdog,Bloor Street West,
restaurant,Hong Kong Gardens,Bloor Street West,
restaurant,Vibo,Bloor Street West,
restaurant,Chutneys Fine Indian Cuisine,Bloor Street West,
pharmacy,Shoppers Drug Mart,Dundas Street West,
pub,Gin Mill,Bloor Street West,
cafe,Bonjook Cafe & Mediterranean Cuisine,Bloor Street West,
fast_food,Souvlaki Hut,Bloor Street West,
cafe,Cinnaholic,Bloor Street West,
restaurant,Sunshine Village Grill,Bloor Street West,
restaurant,Kinton Ramen,Bloor Street West,
dentist,High Park Dental Care,Bloor Street West,
restaurant,Durbar,Bloor Street West,
pub,Bryden's,Bloor Street West,
social_facility,Ukrainian Canadian Social Services,Bloor Street West,
dentist,Bloorwest Dental,Bloor Street West,
pub,A Dark Horse,Bloor Street West,
restaurant,Westwood Grill,Annette Street,
restaurant,Yogurty's,Bloor Street West,
restaurant,Queen's Pasta,Bloor Street West,
cinema,Humber Cinemas,Bloor Street West,
restaurant,Indian Street Food Co.,Bayview Avenue,
tutoring,MakerKids,Bayview Avenue,
fuel,Shell,Wilson Avenue,
fast_food,Retro Burger,Danforth Avenue,
restaurant,Melanie's Bistro,Danforth Avenue,
doctors,South East Toronto Family Health Team,Danforth Avenue,
post_office,The UPS Store,Lake Shore Boulevard West,
fast_food,Kibo Sushi Express,Lake Shore Boulevard West,
restaurant,Sunnyside Grill,Steeles Avenue West,
fast_food,241 Pizza,Parliament Street,
dentist,Dr. Robert Berlin,Lake Shore Boulevard West,
cafe,The Big Guy's Little Coffee Shop,Lake Shore Boulevard West,
clinic,Lakeshore Village Walk-In Medical Clinic,Lake Shore Boulevard West,
cafe,The Sydney Grind,Lake Shore Boulevard West,
restaurant,Kyo Sushi,Lake Shore Boulevard West,
wedding_chapel,Toronto Wedding Chapel,Merton Street,
place_of_worship,Religious Society of Friends,Lowther Avenue,
restaurant,Famoso,Bloor Street West,
school,Subway Academy II,Baldwin Street,
university,Centre for Urban Energy,Dalhousie Street,
school,Delphi Secondary Alternative School,Chartland Boulevard South,
school,Native Learning Centre,Alexander Street,
school,City School,Queen's Quay West,
restaurant,Estiatorio Soulas,Danforth Avenue,
school,Downtown Alternative School,Lower Jarvis Street,
school,SEED Alternative School,Dundas Street East,
school,North East Year Round Alternative Centre,Don Mills Road,
restaurant,Bar Centrale,Yonge Street,
school,Oasis Alternative Secondary School,Brant Street,
school,Scarborough Centre for Alternative Studies,Midland Avenue,
school,Subway Academy I,Phin Avenue,
police,East Collision Reporting Centre,Howden Road,
police,North Collision Reporting Centre,Toryork Drive,
doctors,Bio Knead Rehab & Wellness Clinic,Sheppard Avenue East,
restaurant,BellyBuster,College Street,
cafe,Coffee Culture,Jane Street,
fast_food,Johnny's Shawarma,Kennedy Road,
cafe,Wallace Espresso,Wallace Avenue,
community_centre,The Native Canadian Centre of Toronto,Spadina Road,
library,Toronto Public Library - Burrows Hall,Progress Avenue,
childcare,Cougar Court Childcare,Eglinton Avenue East,
library,Toronto Public Library - Steeles,Bamburgh Circle,
community_centre,Stephen Leacock Community Centre,Birchmount Road,
place_of_worship,Westminster Presbyterian Church,Birchmount Road,
community_centre,Weston King Neighbourhood Centre,Weston Road,
place_of_worship,Bethsalem Church Of God,Lawrence Avenue West,
community_centre,Linkwood Village Recreational Centre,Pavane Linkway,
place_of_worship,Korean Central Toronto Presbyterian Church,Greenland Road,
place_of_worship,Presbyterian Church,The Donway East,
place_of_worship,Willowdale Baptist Church,Olive Avenue,
place_of_worship,Faith Church,Olive Avenue,
place_of_worship,Christian Congregation,Wilson Avenue,
clinic,Hincks-Dellcrest Centre,Sheppard Avenue West,
doctors,The Hincks-Dellcrest Centre,Sheppard Avenue West,
fast_food,Sultan of Samosas,O'Connor Drive,
waste_transfer_station,Bermondsey Yard,Old Eglinton Avenue,
place_of_worship,Magen David Sephardic Congregation,McAllister Road,
place_of_worship,Cummer Avenue United Church,Cummer Avenue,
place_of_worship,Church Of The Apostles,Sheppard Avenue West,
place_of_worship,Chinese Grace Baptist Church,Claremont Street,
place_of_worship,St Nicholas Parish,Bellwoods Avenue,
place_of_worship,Sts Cyril & Methodius,Claremont Street,
arts_centre,Koffler Gallery,Shaw Street,
community_centre,Niagara Community Centre,Wellington Street West,
place_of_worship,Fu Sien Tong Buddhist Temple,Niagara Street,
veterinary,Humber Bay Veterinary Hospital,Lake Shore Boulevard West,
cafe,Tim Hortons,Morningside Avenue,
cafe,Second Cup,Wincott Drive,
fast_food,Booster Juice,Wincott Drive,
fast_food,Subway,Wincott Drive,
bank,TD Canada Trust,Wincott Drive,
fast_food,Popeyes,Islington Avenue,
dentist,Dentistry on Islington,Islington Avenue,
fast_food,Auntie Bell's Jamaican Cuisine,Islington Avenue,
place_of_worship,Beth Habonim Congregation,Glen Park Avenue,
university,Kollel Avreichim,Coldstream Avenue,
fuel,Petro-Canada,Weston Road,
restaurant,Momofuku,University Avenue,
private_club,Soho House,Adelaide Street West,
place_of_worship,Chevra Shas,Bathurst Street,
place_of_worship,Humber Blvd Baptist Church,Louvain Street,
community_centre,Scadding Court Community Centre,Dundas Street West,
fast_food,Churrasco Portugril,Eglinton Avenue East,
kindergarten,Funshine Child Care Centre,Forty First Street,
place_of_worship,James Street Gospel Tabernacle,James Street,
cafe,Tim Hortons,Lloyd Manor Road,
community_centre,Glen Long Community Centre,Glen Long Avenue,
place_of_worship,Toronto Korean Prayer House,Westmoreland Avenue,
place_of_worship,Toronto Somang Korean Presbyterian Church,Curlew Drive,
school,Quest Alternative Senior School,Bain Avenue,
restaurant,The Black Hoof,Dundas Street West,
place_of_worship,Shearis Israel Congregation,Gilgorm Road,
doctors,Bayview Medical Centre,Bayview Avenue,
cafe,Second Cup,Bloor Street West,
fast_food,Village Juicery,Bloor Street West,
fast_food,Next Station.ca,Bloor Street West,
bank,Buduchnist Credit Union,Bloor Street West,
dentist,Dr. Joe Simardone Family Dental Care,Bloor Street West,
restaurant,Gatto Wood Oven Pizza,Bloor Street West,
restaurant,La Capricciosa,Bloor Street West,
dentist,Bright Life Dental,Bloor Street West,
restaurant,Yumi Japanese Restaurant,Bloor Street West,
pharmacy,Pharmasave,Bloor Street West,
restaurant,Falafel World,Bloor Street West,
restaurant,Osmon's Restaurant,Bloor Street West,
cafe,Coffee Tree Roastery,Bloor Street West,
restaurant,Marusya’s Kitchen,Bloor Street West,
restaurant,Tahini's,Bloor Street West,
bank,Ukrainian Credit Union Limited,Bloor Street West,
fuel,Esso,Trethewey Drive,
clinic,Skinatomy Laser Clinic,Yonge Street,
fast_food,Osmow's,Yonge Street,
restaurant,Chi Asian Tapas,Yonge Street,
restaurant,Eggsmart,Bay Street,
car_rental,Avis,Dundas Street West,
pharmacy,Dundas Kipling Pharmacy,Dundas Street West,
restaurant,Pita & Hummus,Dundas Street West,
restaurant,Sushi 2 GO,Dundas Street West,
fast_food,Kebab 49,Dundas Street West,
dentist,Queensway Dental,The Queensway,
cafe,Spin Dessert Cafe,The Queensway,
restaurant,Freshii,York Mills Road,
restaurant,Captain's Boil,York Mills Road,
fast_food,Firehouse Subs,York Mills Road,
place_of_worship,Don Mills Jamatkhana,Overlea Boulevard,
restaurant,Nigiriya Gourmet Sushi,Millwood Road,
place_of_worship,Don Heights Uniitarian Church,Antrim Crescent,
restaurant,Kalyvia Restaurant,Danforth Avenue,
restaurant,Nando's,Bay Street,
restaurant,Big Pita,Front Street East,
doctors,Scarborough Cardiac Diagnostic Centre,Eglinton Avenue East,
cafe,Mijanéaux,Brown's Line,
restaurant,Bocconcini Pizza and Wings,Gerrard Street East,
bank,RBC,Dundas Street West,
dentist,dentistry asleep,Bay Street,
bar,d|bar,Yorkville Avenue,
bank,Scotiabank,Avenue Road,
pub,Firkin on Bloor,Bloor Street East,
pub,Pre-Nup Pub,College Street,
library,Toronto Public Library - City Hall,Queen Street West,
restaurant,Jazz Bistro,Victoria Street,
