supermarket,Longo's,St. Clair Avenue West,
shoes,DSW,North Queen Street,
craft,Michaels,North Queen Street,
workwear,Daniel Safety Workwear Ltd.,Augusta Avenue,
workwear,Harry David LTD,Augusta Avenue,
clothes,Model Citizen,Augusta Avenue,
hairdresser,K&M Barber Shop,Lake Shore Boulevard West,
art,Little T Annex Art Gallery,King Street East,
beauty,Two Chicks & Some Lipstick,Lake Shore Boulevard West,
butcher,Roast Fine Foods,St. Clair Avenue West,
paint,Sherwin-Williams,Carlaw Avenue,
clothes,Anthropologie,Queen Street West,
interior_decoration,Comelight Glass and Mirror,Dundas Street West,
clothes,Stollery's,Cumberland Street,
bakery,Santana's Bakehouse,Dovercourt Road,
dry_cleaning,Queens-Royal Drycleaners & Alterations,Royal York Road,
optician,Humber Bay Eyecare,Lake Shore Boulevard West,
convenience,Belgian Grocery & Variety Store,Evans Avenue,
beauty,Kings VIP Spa,Evans Avenue,
alcohol,LCBO,Spadina Road,
car_parts,DNS Auto,Finch Avenue West,
optician,Eyes On Church,Church Street,
jewelry,Richview Jewelers,Wincott Drive,
dry_cleaning,Richview Cleaners,Wincott Drive,
pet,Pet Valu,Wincott Drive,
jewelry,Randhawa Jewellers,Albion Road,
art,Gallery 402,King Street East,
dry_cleaning,King & Parliament Dry Cleaning,King Street East,
hairdresser,Chiggy's Touch Salon,Weston Road,
variety_store,Dollarama,North Queen Street,
electronics,Moe's Appliances,Horner Avenue,
variety_store,Dollarama,Albion Road,
clothes,Labour of Love,Carlton Street,
concrete,Patterned Concrete Ontario Inc.,Supertest Road,
convenience,HarbourView Convenience,Harbour Street,
hairdresser,Daily Salon,Gerrard Street East,
bakery,Andrea's gerrard st. Bakery,Gerrard Street East,
herbalist,Chen's Acupuncture & Herbs,Gerrard Street East,
pet,Pet Valu,Burnhamthorpe Road,
supermarket,Level Auto,Kingston Road,
bakery,Aux Merveilleux,Queen Street West,
tattoo,New Tribe Tattooing and Piercings,Queen Street West,
bakery,Marius Bakery,Burnhamthorpe Road,
paint,Sherwin-Williams,Burnhamthorpe Road,
pet,The Pet Spaw & Lounge,Burnhamthorpe Road,
wine,Haus of Vine,Martin Grove Road,
beauty,Lenny's Nails & Spa,Martin Grove Road,
sports,Fogh Marine,Oxford Street,
rental,Location Equipment Supply,Oxford Street,
furniture,ABACUS Furniture Design,Oxford Street,
sports,The Complete Paddler - Canoe & Kayak Superstore,Oxford Street,
interior_decoration,Custom Prototypes,Evans Avenue,
car,AutoPark Toronto,Victoria Park Avenue,
clothes,Paris Calling,Lake Shore Boulevard West,
convenience,Circle K,Queen Street East,
car,Queen Compact Cars,Queen Street East,
books,Coles,Queen Street East,
toys,Mastermind Toys,Queen Street East,
department_store,Hudson's Bay,Yonge Street,
department_store,Saks Fifth Avenue,Yonge Street,
car_repair,Loi's Wheelchair Van Solutions,Chesswood Drive,
supermarket,The Bulk Food Emporium,Danforth Avenue,
supermarket,Yaris Super Store,Parliament Street,
hardware,Nettleship's Hardware,Parliament Street,
travel_agency,Africa On Safari Inc.,Parliament Street,
supermarket,Ambal Trading,Parliament Street,
florist,Patty's Florist,Parliament Street,
convenience,Kalaimakal Convenience,Parliament Street,
bakery,Tasso Baking Company,Parliament Street,
pet,Menagerie Pet Shop,Parliament Street,
antiques,Green's Antiques,Parliament Street,
hairdresser,Cabbagetown Barber Shop,Parliament Street,
jewelry,Fair Trade Jewellery Co.,Parliament Street,
computer,Unistar Computer Store,Parliament Street,
optician,Spadina Optometry,Brant Street,
electronics,Best Buy,Dundas Street West,
hardware,Dudley's Hardware,Church Street,
tailor,Freeman's Formalwear,Yonge Street,
supermarket,Loblaws,Carlton Street,
alcohol,The Beer Store,Lake Shore Boulevard West,
mobile_phone,Ask Computers,Front Street East,
hairdresser,Level10,St. Andrew Street,
hairdresser,Brimz,Kensington Avenue,
computer,Free Geek Toronto,Sudbury Street,
alcohol,LCBO,Lake Shore Boulevard East,
travel_agency,Lost Beaches Travel Co.,Lake Shore Boulevard West,
hairdresser,Eli´s Salon,Rexdale Boulevard,
supermarket,Lennie's Whole Foods,Parliament Street,
variety_store,Dollarama,Parliament Street,
variety_store,Dollar 4 U,Parliament Street,
bakery,My Market Bakery,Baldwin Street,
books,The Occult Shop,Bathurst Street,
hairdresser,World Salon,Adelaide Street East,
tailor,Tom's Place,Baldwin Street,
frame,Frame Print Gallery,Ripley Avenue,
clothes,My Dream Closet,Ripley Avenue,
car_repair,Active Green + Ross,The Queensway,
bakery,Caldense Bakery,Dundas Street West,
hardware,CAAM United Hardware,Augusta Avenue,
mobile_phone,Rogers,Dundas Street West,
laundry,Digo Coin Laundry,Bloor Street West,
screenprinting,Logo Magik,Dundas Street West,
department_store,Closeout Kings,Consumers Road,
trade,Fastenal,Markham Road,
travel_agency,Cumberland Travel,Markham Road,
supermarket,No Frills,Parliament Street,
optician,Parliament Optical,Parliament Street,
copyshop,re:print,Parliament Street,
sewing,Leather & Sewing Supply Depot,Spadina Avenue,
hairdresser,Creation Hair,Markham Road,
mobile_phone,Freedom Mobile,Victoria Park Avenue,
car,Sara Auto Sales,Victoria Park Avenue,
butcher,Grace Meat Market,College Street,
bakery,Golden Wheat,College Street,
clothes,Valentina's Boutique,Lake Shore Boulevard West,
kichen,Stone Port Countertops,Caledonia Road,
furniture,Office & Shop Furniture,King Street East,
variety_store,Dollarama,Eglinton Square,
vacant,Clear Vision,North Queen Street,
vacant,relativespace,King Street East,
books,Spanish Book Store,Bathurst Street,
car_repair,All Brand Auto Service & Sales,Castleton Avenue,
variety_store,Dollarama,Bay Street,
convenience,New Campus Variety,King Street East,
beauty,Langton Salon Spa,King Street East,
musical_instrument,Yamaha Music School,Yonge Street,
hairdresser,Tony Shamas Hair & Salon,Jarvis Street,
massage,Massage Matters,George Street,
furniture,BoConcept,Adelaide Street East,
furniture,Gautier,Adelaide Street East,
yes,Ma-Zone,Jarvis Street,
art,York Mills Gallery,Leslie Street,
bicycle,Popawheelie,Bloor Street West,
pet,Global Pet Foods,Bloor Street West,
clothes,Harry Rosen,The West Mall,
books,Indigo,The West Mall,
bakery,Bakery Sweetway,The Donway West,
optician,Don Mills Optical,The Donway West,
jewelry,Lodhia Jewellers,The Donway West,
hairdresser,The Hair Gallery,The Donway West,
florist,Enchanting Flowers,The Donway West,
dry_cleaning,Donway White Cleaners,Lawrence Avenue East,
healthcare,ORTHOTECH.ca,Lawrence Avenue East,
pet,Pet Valu,Lawrence Avenue East,
hairdresser,Daniel Salon & Spa,Bloor Street West,
clothes,Ardene,Orfus Road,
hairdresser,The Connection Barbershop,Dundas Street West,
mobile_phone,Bell,Queen Street West,
copyshop,Envoy,Roncesvalles Avenue,
sports,Running Room,Front Street East,
cannabis,Hunny Pot Cannabis,Fleet Street,
convenience,Am2Pm Express Market,Bathurst Street,
computer,ComNCom,Wilson Avenue,
hairdresser,Elevyn's Hair Salon & Nail Spa,Wilson Avenue,
convenience,Beach Plaza Variety,Queen Street East,
clothes,Miras Vintage Store,Queen Street East,
confectionery,The Belgian Chocolate Shop,Queen Street East,
optician,Eye Candy,Queen Street East,
sports,Game Set Match,Annette Street,
supermarket,Baraka Halal Food,Dundas Street West,
bicycle,Mojo Cycles,Bloor Street West,
stationery,Oakwood Office Supploes,Dundas Street West,
music,Tonality Records,Dundas Street West,
laundry,2194 Coin Laundry,Dundas Street West,
travel_agency,747 Travel,Dundas Street West,
car_parts,DEL Equipment Limited,Laird Drive,
convenience,Daisy Mart,Kipling Avenue,
shoes,DSW,Eglinton Avenue East,
beauty,K Nails & Spa,Cumberland Street,
beauty,Amani Hair, Skin Care,Cumberland Street,
optician,World Eyewear,Cumberland Street,
optician,Vision Care,Cumberland Street,
art,Liss Gallery,Cumberland Street,
clothes,Wolford,Cumberland Street,
gift,redLetter,Cumberland Street,
convenience,The Corner Store Convenience,Lawrence Avenue West,
beauty,Diana's Nail Salon,Church Street,
florist,Verdi,St. Clair Avenue West,
supermarket,Bulk Barn,East Liberty Street,
furniture,EQ3,Hanna Avenue,
beauty,Lionesse Beauty Bar,Cumberland Street,
clothes,Motion,Cumberland Street,
beauty,Pure + Simple,Cumberland Street,
hairdresser,Paul Pecorella Hair Salon,Cumberland Street,
art,Kinsman Robinson Galleries,Cumberland Street,
dry_cleaning,Yorkville Dry Cleaners & Bay Convenience,Cumberland Street,
convenience,Foto Grocery,Ossington Avenue,
dry_cleaning,All Star Chem Dry Toronto,Beaumonde Heights Drive,
nutrition_supplements,HERC'S Nutrition,Fort York Boulevard,
convenience,Dixon Convenience,Dixon Road,
convenience,Queen Supermarket Convenience,Queen Street West,
optician,Clairhurst Eye Care,St. Clair Avenue West,
art,DeSerres,Danforth Avenue,
alcohol,LCBO,Eglinton Avenue East,
supermarket,Loblaws,Eglinton Avenue East,
clothes,SHAN Toronto,Avenue Road,
art,Lumas,Yorkville Avenue,
beauty,Summerhill Spa,Cumberland Street,
fabric,macFAB Fabrics,Bayview Avenue,
clothes,Secrets From Your Sister,Bloor Street West,
convenience,sunshine variety,Sheppard Avenue East,
butcher,Nortown,York Mills Road,
clothes,Uniqlo,Yonge Street,
beauty,Anh Nguygen Salon,Annette Street,
doityourself,Baby Point Hardware,Annette Street,
convenience,Canary & Fox Micro Market,Annette Street,
hairdresser,Modern Waves Hair Salon,Annette Street,
convenience,Wally's Smoke,Annette Street,
dry_cleaning,Your Butler Cleaners,Annette Street,
hairdresser,Benny’s Barber Shop,Jane Street,
clothes,Bill Miles,Bloor Street West,
convenience,Rabba,Bloor Street West,
butcher,The Butcher Shoppe,Shorncliffe Road,
clothes,Nicolas,Cumberland Street,
deli,Caplansky's Deli,Cumberland Street,
convenience,Seui Thi Super Market Chi Thanh,Jane Street,
clothes,Kimina,Yorkville Avenue,
clothes,Lolë,Yorkville Avenue,
gift,Candle Emporium,Yorkville Avenue,
clothes,ERES,Cumberland Street,
clothes,Divine Decadence,Cumberland Street,
hardware,Olympia Tiles,Apex Road,
bakery,Mabel’s Bakery & Specialty Foods Inc.,Queen Street West,
optician,Akal Optical,Albion Road,
interior_decoration,HomeSense,Spadina Avenue,
interior_decoration,HomeSense,Bloor Street West,
shoes,Australian Boot Company,Queen Street West,
cosmetics,L'Occitane,Queen Street West,
houseware,Sanko Trading Co.,Queen Street West,
tobacco,Havana Castle Cigars,Lake Shore Boulevard West,
clothes,Coal Miner's Daughter,Queen Street West,
jewelry,Anne Sportun,Queen Street West,
optician,Spectacle,Queen Street West,
clothes,FloorPlay Socks,Queen Street West,
shoes,William Shoe Store,Queen Street West,
pet,Timmie Doggie Outfitters,Queen Street West,
hairdresser,Black & White Barber Shop,Davenport Road,
pet,Helmutt's Pet Supply,Queen Street West,
clothes,Zumel & Co.,Queen Street West,
hairdresser,Hair District,Bay Street,
clothes,Upside Cyclestyle,Augusta Avenue,
hairdresser,Proper Barbers,Kensington Avenue,
pawnbroker,A&A Cash for Gold,Lawrence Avenue East,
clothes,Park & Province,Queen Street West,
beauty,Noi Folino Hair Salon,Royal York Road,
stationery,The Paper Place,Queen Street West,
deli,The Spice Trader,Queen Street West,
clothes,Fortnight,Queen Street West,
clothes,Common Sort - Parkdale,Queen Street West,
beauty,Tu-Hoa Beauty Centre,Yonge Street,
beauty,Viola Laser and Skin Care Clinic,Yonge Street,
art,Mayberry Fine Art,Yorkville Avenue,
health_food,Great Mountain Ginseng,Spadina Avenue,
gift,Famous Canada Gift,Spadina Avenue,
convenience,Ben's Variety Store,Bamburgh Circle,
supermarket,大統華 T&T Supermarket,College Street,
beauty,Divine Nails,St Clair Avenue East,
convenience,Grocery & Bargain,St Clair Avenue East,
beauty,CJ Beauty Supply,Finch Avenue West,
dry_cleaning,Finchdale Cleaners,Finch Avenue West,
bakery,R Bakery,Finch Avenue West,
hairdresser,NC Salon,Yonge Street,
beauty,Daisy Nails & Spa,Yonge Street,
books,Bob Miller Book Room,Bloor Street West,
hairdresser,Curl Bar,Jarvis Street,
electronics,The Guy who Fixes Computers,Augusta Avenue,
art,Joe Guerico Fine Art Restoration,O'Connor Drive,
rental,On the Go Ads Food Truck Rental Toronto,Westmore Drive,
dry_cleaning,Kwik Dry Carpet Cleaning,Saranac Boulevard,
bicycle,Repair and Run,Bloor Street West,
interior_decoration,Socco Annex,Bloor Street West,
hairdresser,Bow,Bloor Street West,
hardware,Wiener's Home Hardware,Bloor Street West,
gift,Juxtapose Cards & Gifts,Bloor Street West,
electronics,BC-PC Technology Systems,Bathurst Street,
wine,Magnotta Winery,Castlefield Avenue,
shoes,Sloan's Shoes,Yonge Street,
car,Midtown Honda,Dufferin Street,
car_repair,Lee's Auto Repair CEntre,Dundas Street West,
bakery,Bloomer's,Bloor Street West,
bakery,Through Being Cool Vegan Baking Co.,Bloor Street West,
supermarket,Yam Chops,College Street,
vacant,Bloor Dovercourt Appliances,Bloor Street West,
spiritual,Happy Soul,Bloor Street West,
nutrition_supplements,Juicers 4 Life,Bloor Street West,
clothes,Muddy George,Bloor Street West,
erotic,Kink Toronto Inc,Bloor Street West,
butcher,Vince Gasparro's Meat Market,Bloor Street West,
beauty,DK Nails & Hair,Bloor Street West,
bicycle,Toronto Bike Repair,Bloor Street West,
florist,Hill's Florest,Bloor Street West,
convenience,Double Double Convenience,Bloor Street West,
supermarket,Whole Foods Market,Bayview Avenue,
furniture,Barrymore Furniture Gallaries,Caledonia Road,
cocktail,BYOB Cocktail Emporium,Queen Street West,
pastry,Nugateau,Queen Street West,
convenience,Discount Mart,Dundas Street West,
hairdresser,Maurisa Hair Design,Bellwoods Avenue,
travel_agency,Correia Travel,Dundas Street West,
convenience,Dundas Street Supermarket,Dundas Street West,
beauty,Helia's Beauty Salon,Dundas Street West,
antiques,Der Dietemann,Broadview Avenue,
hairdresser,Broadview Barber Salon,Broadview Avenue,
bakery,Cock-A-Doodle-Doo Gluten-Free Bakeshop,Bloor Street West,
wine,The Wine Shop,Queen Street West,
computer,Computation Ltd.,Jane Street,
supermarket,Metro,Queen Street West,
books,Librarie Mosaique,St. Clair Avenue West,
books,Humber Bookstore,Humber College Boulevard,
optician,Ollie Quinn,Yonge Street,
bicycle,Cyclemania,Danforth Avenue,
jewelry,Harry's Fine Jewellery,Queen Street West,
pastry,Dufflet Pastries,Queen Street West,
clothes,Courage my love,Kensington Avenue,
pawnbroker,Sunny Pawn Shop,Bloor Street West,
second_hand,Vintage Depot,Bloor Street West,
antiques,The Monkey's Paw,Bloor Street West,
carpet,Emporium Rugs,Bloor Street West,
furniture,Furniture Time,Bloor Street West,
laundry,Sparkie Laundry,Bloor Street West,
greengrocer,Galaxy T&T,Bloor Street West,
second_hand,Thrift Store,Bloor Street West,
laundry,Bloordale Village Laundromat,Bloor Street West,
convenience,TL Discount Store,Bloor Street West,
variety_store,Tower City Inc Dollar & Variety,Bloor Street West,
pet,That Dog Next Door,Bloor Street West,
mobile_phone,Cell Phone Clinic,Bloor Street West,
sports,Duke's Source for Sports,Bloor Street West,
hairdresser,First Choice Haircutters,Bloor Street West,
mobile_phone,Chatr,Bloor Street West,
pet,Pet Valu,Bloor Street West,
deli,Vatra Cheese & Deli,Bloor Street West,
bakery,Nova Era Bakery,Rogers Road,
butcher,The Steak Master,Bloor Street West,
convenience,Diary Jug Conenience Store,Bloor Street West,
florist,Ashbourne Corner Flowers & Gifts,Bloor Street West,
beauty,Cergem Kangen Wellness Centres,Bloor Street West,
hairdresser,Vincent's Hair Salon,Bloor Street West,
bakery,Frenchie’s Doughnuts,Bloor Street West,
beauty,Raw Beauty Bar,Bloor Street West,
vacant,Scuralli Photography,Bloor Street West,
beauty,Elegant Nails & Spa,Dundas Street West,
hairdresser,Nu Hair Salon,Dundas Street West,
convenience,Maple Convenience,Bloor Street West,
dry_cleaning,7 Stars 1 Hour Cleaners,Bloor Street West,
tattoo,Tattoorama,Bloor Street West,
hairdresser,Ed's Barber Shop,Bloor Street West,
bakery,Stari Grad Food Boutique,Bloor Street West,
massage,Home Spa,Winlock Park,
convenience,Circle K,O'Connor Drive,
vacant,Jack Astor’s Bar and Grill,John Street,
massage,Alegend Spa,Sheppard Avenue East,
books,Discount Textbooks,Victoria Street,
mobile_phone,The Wireless Station,Dundas Street West,
hardware,Moving Store / Rent a Boxx,Leslie Street,
convenience,Surma Super Market,Parliament Street,
electronics,Maas Wireless,Gerrard Street East,
dry_cleaning,NB Cleaners,Parliament Street,
variety_store,The Rock Store,Harbord Street,
vacant,SVP Sports,Queen Street West,
clothes,Get Fresh Company,Queen Street West,
beauty,Organic Nail Bar,Queen Street West,
hairdresser,The Denizen,Queen Street West,
tobacco,ZenZoo,Queen Street West,
tailor,Wool House,Queen Street West,
supermarket,Natural Foods,Queen Street West,
clothes,Roma Rush,Queen Street West,
clothes,Joe Fresh,Queen Street West,
tobacco,Vape 29,Queen Street West,
headshop,BestBudsForever,Queen Street West,
cannabis,Cannaverse,Queen Street West,
tobacco,Vape29,Queen Street West,
butcher,The Healthy Butcher,Queen Street West,
art,Off the Wall,Queen Street West,
beauty,Comfort Nails,Queen Street West,
art,Galerie de Bellefeuille,Avenue Road,
hairdresser,Alex Cuts,Bloor Street West,
wine,Wine Rack,Bloor Street West,
butcher,John's Butcher Shop,St. Clair Avenue West,
gift,Hanji Gifts,Bloor Street West,
spa,TCM Spa Bloor Inc.,Bloor Street West,
variety_store,Bengal Grocery & Variety,Bloor Street West,
vacant,The Box Stop,Bloor Street West,
travel_agency,Expedia Cruises,Bloor Street West,
beauty,KuoQi Nails,Bloor Street West,
clothes,Casual Affairs Clothing,Bloor Street West,
hairdresser,Paulo & Co. Hair Salon,Bloor Street West,
convenience,Bloor Smoke Gift Variety,Bloor Street West,
bicycle,Brockton Cyclery,Dundas Street West,
beauty,Lasting Looks Anti-Aging Laser Clinic,Bloor Street West,
hairdresser,Henry's Barber Shop,Avenue Road,
hairdresser,Victor & Roberto Hair Design Salon,Dundas Street West,
beauty,First Nails,Dundas Street West,
hairdresser,Lana's Hair Design,Dundas Street West,
vacant,99 Nails & Spa,Dundas Street West,
vacant,I Heart Sushi,Dundas Street West,
vacant,Morning Flowers,Dundas Street West,
vacant,The Village Salon,Dundas Street West,
vacant,Chatr,Dundas Street West,
vacant,Nulook Medispa,Burnhamthorpe Road,
hearing_aids,Bravo! Hearing Centre,Dundas Street West,
bakery,Espresso Bakery & Deli,Dundas Street West,
hairdresser,Coconut Grove Nail And Esthetic Boutique,Dundas Street West,
convenience,Hasty Market,Dundas Street West,
beauty,Phoenix Blossom Spa,Dundas Street West,
vacant,The Printing House,Dundas Street West,
beauty,Perfect Touch Nail & Spa,Dundas Street West,
vacuum_cleaner,Etobicoke Service Centre,Dundas Street West,
beauty,NatureLax,Dundas Street West,
pet,Nice Diggz,Dundas Street West,
hairdresser,Igli Salon & Spa,Dundas Street West,
hairdresser,S&C Hair Studio,Dundas Street West,
laundry,Cleanze Wash & Fold Laundromat,Dundas Street West,
mobile_phone,Mr. Cell Phone,Dundas Street West,
computer,JH Computers,Dundas Street West,
confectionery,European Patisserie,Dundas Street West,
vacant,Joe's Pastizzi Plus,Dundas Street West,
hairdresser,Rosa Hair Salon,Dundas Street West,
convenience,Dairy Milk,Dundas Street West,
beauty,AMA aesthetic,Dundas Street West,
bakery,Traditional Korean Bakery,Dundas Street West,
hardware,Edwards Builders Hardware,Dundas Street West,
hairdresser,Monica's Hairstyling,Markham Road,
hairdresser,Diana Beauty Salon,Markham Road,
dry_cleaning,Brimark Cleaners Alternation and Repairs,Markham Road,
hardware,Home Hardware,East Liberty Street,
computer,Zero PC,Finch Avenue East,
pet,ShrimpFever,Midland Avenue,
hairdresser,Jin cun,Lee Centre Drive,
clothes,Roots,Wicksteed Avenue,
car,EPIC AUTO GLASS LTD,Garyray Drive,
beauty,Pure + Simple,King Street West,
convenience,Pik-Kwik,Kingston Road,
stationery,Victoria Gifts & Stationary,Lawrence Avenue East,
doityourself,Toronto Brewing - Homebrewing Supplies,Chesswood Drive,
books,Alpha Textbooks,Chesswood Drive,
confectionery,Nutcracker Sweet,Chesswood Drive,
clothes,Zara,The West Mall,
electronics,Apple Store,The West Mall,
clothes,Banana Republic,The West Mall,
clothes,H&M,The West Mall,
clothes,Gap,The West Mall,
sports,BlackToe Running,Bathurst Street,
convenience,Busy Bee King Mart,King Street West,
herbalist,The Detox Market,Spadina Avenue,
supermarket,Mézes Mackó (Honey Bear),Sheppard Avenue East,
deli,ABC Euro Delicatessen,Lebovic Avenue,
supermarket,Mak European Delicatessens,Lawrence Avenue East,
bed,Sleep Country,Bay Street,
storage_rental,Storage Centre,Carrier Drive,
laundry,Walk in the Park Cleaners,Esther Shiner Boulevard,
clothes,Gravitypope,Queen Street West,
gift,Hanji Gifts,Queen Street West,
cannabis,Canna Cabana,King Street West,
vacant,Wing City by St. Louis,King Street West,
cosmetics,Sekai Nail and Beauty Bar,Queen Street West,
convenience,Nguyen Huong Foods Company,Steeles Avenue East,
hairdresser,Show Hair Salon,Steeles Avenue East,
gift,Shanti Baba,Queen Street West,
interior_decoration,Urban Barn,Queen Street West,
cosmetics,Jacob & Sebastian,Queen Street West,
health_food,Evergreen Natural Foods,St. Clair Avenue West,
clothes,Uniqlo,Dufferin Street,
furniture,Essential Natural Memory Foam Mattresses,Queen Street East,
beauty,Salon Fifth Image,Yonge Street,
dry_cleaning,North York's Premium Dry Cleaners,Yonge Street,
car_repair,TD Insurance Auto Centre,Yonge Street,
money_lender,Cash 4 You,Yonge Street,
beauty,Hollywood Spa,Yonge Street,
furniture,Structube,King Street West,
beauty,Blur Makeup Room,Queen Street West,
hairdresser,H2GOA,Bloor Street West,
mobile_phone,Cell Tech,Bloor Street West,
car_repair,Full Stop Auto,Mansion Avenue,
shoes,Little Burgundy,Queen Street West,
hairdresser,Mr. Nonno Barber Shop,Bloor Street West,
shoes,Aldo,Queen Street West,
tea,Pluck Tea Inc,Research Road,
vacant,Dairy Queen,Dundas Street West,
dry_cleaning,Dove Cleaners,Yonge Street,
vacant,Tacorrito,Queen Street West,
clothes,Icebreaker,Queen Street West,
supermarket,Rabba,Harrison Garden Boulevard,
beauty,101 Spa,Sheppard Avenue East,
clothes,Young Teolia,Sheppard Avenue East,
hairdresser,Bobby's Beauty & Beyond,Sheppard Avenue East,
convenience,Mix40,Yonge Street,
hardware,Home Hardware,Vaughan Road,
seafood,Seven Seas Fish Market,Baldwin Street,
wool,Knit-O-Matic,Bathurst Street,
pet,Wooftown,Birch Avenue,
jewelry,The Beadery,Queen Street West,
pastry,Patisserie Royale,Kennedy Road,
computer,www.used-laptops.ca,Kennedy Road,
mobile_phone,Telus,Kennedy Road,
beauty,Virgo Beauty Salon,Bloor Street West,
wool,Eweknit,Bloor Street West,
interior_decoration,Zebuu,Bloor Street West,
optician,Ollie Quinn,Bloor Street West,
bakery,Kensington Natural Bakery,Bloor Street West,
tobacco,420 Zone Inc,Bloor Street West,
greengrocer,Ave Maria Latin Cafe,Bloor Street West,
tattoo,Lucky 13 Tattoo Shop,Bloor Street West,
toys,Ballons on Bloor,Bloor Street West,
dry_cleaning,Riverdale Cleaners - Professional Wet Cleaning and Valet,Broadview Avenue,
greengrocer,Fruitful Market,Carlaw Avenue,
electrical,Creatron,College Street,
hairdresser,King's Landing Barber Shoppe,College Street,
clothes,Lilliput Hats,College Street,
convenience,Splish Splash,College Street,
gift,Red Pegasus,College Street,
music,June Records,College Street,
books,Sellers & Newel,College Street,
deli,Vienna Fine Foods,Birchmount Road,
clothes,Jill and the Beanstalk,College Street,
hairdresser,Studio 861,College Street,
beauty,Salon Goulart,Crawford Street,
clothes,ça va de soi,Cumberland Street,
greengrocer,Enat Market Plus,Danforth Avenue,
convenience,Holrds Convenience,Danforth Avenue,
wine,Wine Rack,Danforth Avenue,
bakery,Von Doughnuts,Danforth Avenue,
bicycle,Broom Wagon Cyclery,Danforth Avenue,
beauty,Sheila's Shear Art,Broadview Avenue,
travel_agency,Peters Travel,Danforth Avenue,
video,Zug Lounge,Danforth Avenue,
pet,Wag On The Danforth,Danforth Avenue,
clothes,World Sew Centre,Queen Street West,
photo,Framing Factory,Danforth Avenue,
greengrocer,Moberly Natural Foods,Danforth Avenue,
clothes,Vespertine,Davenport Road,
hairdresser,Town Barber,Dundas Street West,
travel_agency,Luso Travel Agency,Dundas Street West,
music,Sonic Boom,Spadina Avenue,
music,Grasshopper Records,Dundas Street West,
bakery,Nova Era Bakery,Dundas Street West,
clothes,Penny Arcade Vintage,Dundas Street West,
supermarket,Flora Universal Health Foods,Dundas Street West,
clothes,Life of Manek,Dundas Street West,
optician,Style Optical,Dundas Street West,
beauty,Joe's Hairstylists,Dundas Street West,
optician,Opticianado,Dundas Street West,
beauty,babs + lou,Dundas Street West,
e-cigarette,Everything Vape,Dundas Street West,
deli,When the Pig Came Home Delicatessen,Dundas Street West,
frame,Picture It Framed,Dundas Street West,
clothes,Underworld Lingerie,Dundas Street West,
clothes,HIDE Boutique,Dundas Street West,
beauty,Saul's Beauty Shop,Dundas Street West,
clothes,Comrags,Dundas Street West,
greengrocer,Ervanaria Victoria Inc,Dundas Street West,
hairdresser,Casa Blanca Hairstyling For Men & Women,Dupont Street,
art,4Cats Arts Studio (The Junction),Dupont Street,
garden_centre,Urban Gardener,Dupont Street,
hairdresser,Alexis Hair Experts,Eglinton Avenue West,
beauty,Foresthill Nails Spa,Eglinton Avenue West,
jewelry,Mark Lash,Eglinton Avenue West,
shoes,Cobbler's Corner,Erskine Avenue,
supermarket,Philippine Oriental Food Market,Gerrard Street East,
bakery,Beadworks,Gerrard Street East,
gift,Birch & Co,Gerrard Street East,
books,Parentbooks,Harbord Street,
clothes,Tiny Trendsetters,Jane Street,
greengrocer,Good Cheese,Gerrard Street East,
hairdresser,Mi Hermano,Harbord Street,
florist,eco|stems,King Street East,
gift,Collected Joy,Kingston Road,
books,The Great Escape Bookstore,Kingston Road,
hairdresser,Neptune Hairstyling,Mount Pleasant Road,
music,Rotate This,Ossington Avenue,
clothes,LoversLand,Ossington Avenue,
clothes,Crywolf,Ossington Avenue,
deli,The Epicure Shop,Parliament Street,
wool,Romni Wools,Queen Street West,
jewelry,On the Other Hand,Queen Street East,
clothes,Ateaze,Queen Street East,
hairdresser,Shear Madness Hair Studio,Queen Street East,
massage,Massage Addict,Queen Street East,
sports,Pro League Sports Collectibles,Queen Street East,
jewelry,The Artisans,Queen Street East,
clothes,M Boutique,Queen Street East,
clothes,Posh Boutique,Queen Street East,
bakery,Tori's Bakeshop,Queen Street East,
toys,Planet X,Queen Street East,
bicycle,Ya Bikes!,Queen Street East,
clothes,Bergström Originals,Queen Street East,
bakery,Bonjour Brioche,Queen Street East,
greengrocer,Leslieville Cheese Market East,Queen Street East,
jewelry,Bling Bling On Queen,Queen Street West,
books,Queen Books,Queen Street East,
musical_instrument,Planet of Sound,Queen Street West,
cannabis,Community 420,Queen Street West,
beauty,Linda Cameo Beauty Salon,Queen Street West,
gift,Boutique Café,Queen Street West,
books,West End Comics,Queen Street West,
pet,Petview,Queen Street West,
clothes,Mama Loves You Vintage,Queen Street West,
fabric,Mokuba,Queen Street West,
furniture,BRIKA,Queen Street West,
clothes,Capo Salerno,Yonge Street,
antiques,Hockridge China,Yonge Street,
hairdresser,Bond Girl Hair,Queen Street West,
confectionery,Papabubble,Yonge Street,
beauty,Calia Hair,Yonge Street,
clothes,Linea Intima,Wincott Drive,
supermarket,Village Juicery,Yonge Street,
hairdresser,Van Barber & Hair Stylists,Wellesley Street West,
photo,Exposures Photography,Wellesley Street West,
optician,Henri's Optical,Wellesley Street West,
hairdresser,Modern Edge Salon,St. Clair Avenue West,
supermarket,Wallace Market,Symington Avenue,
furniture,Ella + Elliot,Strachan Avenue,
convenience,St Clair Convenience,St. Clair Avenue West,
fabric,Tessuti Venezia,St. Clair Avenue West,
